1691,272
1693,273
1696,275
1699,278
1701,280
1704,283
1707,285
1709,288
1712,291
1714,295
1717,298
1719,301
1722,304
1724,308
1727,312
1729,316
1732,320
1734,324
1737,329
1739,333
1741,338
1744,343
1746,347
1749,352
1751,358
1754,364
1756,369
1759,370
1761,369
1764,368
1766,367
1768,367
1771,367
1773,366
1776,366
1778,366
1780,367
1783,367
1785,367
1788,368
1790,369
1792,370
1795,370
1797,370
1800,370
1802,370
1805,370
1808,370
1812,370
1815,370
1819,370
1823,370
1828,370
1832,370
1837,370
1840,370
1842,370
1845,370
1847,370
1850,370
1852,370
1854,370
1857,370
1859,370
1862,369
1864,368
1867,366
1869,363
1871,360
1874,355
1877,350
1880,344
1883,338
1886,332
1889,326
1892,320
1895,315
1897,310
1900,305
1903,300
1906,295
1909,290
1912,284
1916,277
1921,271
1925,266
1929,261
1933,256
1937,252
1941,249
1943,246
1946,244
1948,243
1951,241
1953,239
1956,238
1958,237
1960,236
1963,235
1966,234
1969,233
1972,233
1976,232
1980,233
1985,233
1988,234
1990,235
1993,235
1993,236
1990,238
1988,239
1986,240
1983,242
1981,243
1978,245
1976,247
1974,249
1971,251
1969,254
1966,257
1963,260
1960,264
1957,267
1954,271
1951,276
1948,281
1944,286
1941,292
1944,298
1947,303
1950,308
1953,314
1956,321
1954,328
1956,338
1956,349
1953,359
1956,369
1955,370
1954,367
1956,364
1956,359
1953,355
1956,351
1955,348
1954,347
1956,345
1956,343
1954,342
1956,341
1955,340
1954,339
1956,338
1956,337
1954,337
1956,336
1956,336
1954,336
1956,336
1955,336
1954,337
1956,337
1956,338
1954,339
1958,342
1954,344
1956,346
1956,349
1953,353
1956,357
1955,360
1956,363
1956,366
1954,368
1956,371
1956,370
1954,370
1956,369
1955,369
1954,369
1954,369
1953,370
1953,370
1953,370
1952,370
1952,370
1952,370
1952,370
1952,370
1952,369
1952,368
1952,366
1952,363
1952,360
1952,357
1952,352
1952,347
1952,341
1952,335
1952,329
1952,324
1952,319
1952,314
1952,310
1952,305
1952,301
1952,296
1952,292
1952,288
1952,284
1952,280
1952,277
1952,273
1952,270
1952,266
1952,263
1952,260
1952,257
1952,254
1955,251
1957,249
1960,246
1962,243
1966,240
1970,238
1973,235
1977,233
1981,231
1984,230
1987,229
1990,228
1993,228
1996,227
1999,227
2001,227
2004,227
2007,228
2010,229
2013,229
2015,230
2017,231
2020,232
2022,234
2025,235
2027,237
2029,238
2032,240
2034,242
2037,245
2040,248
2043,251
2046,254
2050,259
2053,263
2056,267
2059,271
2062,275
2065,280
2068,286
2071,290
2073,294
2075,298
2078,303
2080,307
2082,312
2085,317
2087,322
2089,327
2092,332
2094,337
2096,343
2099,349
2101,355
2104,361
2106,367
2108,370
2109,369
2109,368
2110,367
2110,367
2111,366
2111,365
2111,365
2110,365
2110,364
2110,363
2110,361
2110,358
2110,354
2109,349
2109,345
2109,340
2109,336
2109,333
2109,329
2109,326
2108,324
2108,321
2108,319
2108,318
2108,318
2107,317
2107,318
2107,318
2107,319
2107,320
2107,321
2107,322
2107,323
2106,324
2106,326
2106,327
2106,329
2106,331
2106,333
2106,335
2106,337
2106,339
2106,342
2106,344
2105,347
2105,350
2105,353
2105,357
2105,360
2105,364
2105,368
2105,370
2105,370
2105,369
2105,369
2105,369
2105,368
2105,369
2105,369
2105,369
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
2105,370
